<layer>
40.8832108181,27.1696960066,0.2
41.2625631329,27.7374368671,0.2
41.8303039934,28.1167891819,0.2
42.5,28.25,0.2
43.1696960066,28.1167891819,0.2
43.7374368671,27.7374368671,0.2
44.1167891819,27.1696960066,0.2
44.25,26.5,0.2
44.1167891819,25.8303039934,0.2
43.7374368671,25.2625631329,0.2
<layer>
16.5,15.25,0.2
17.1696960066,15.1167891819,0.2
17.7374368671,14.7374368671,0.2
18.1167891819,14.1696960066,0.2
18.25,13.5,0.2
18.1167891819,12.8303039934,0.2
17.7374368671,12.2625631329,0.2
17.1696960066,11.8832108181,0.2
16.5,11.75,0.2
15.8303039934,11.8832108181,0.2
15.2625631329,12.2625631329,0.2
14.8832108181,12.8303039934,0.2
14.75,13.5,0.2
14.8832108181,14.1696960066,0.2
15.2625631329,14.7374368671,0.2
15.8303039934,15.1167891819,0.2
<layer>
48.0113098379,23.0,0.6
48.0113098379,24.9016314489,0.6
54.0023098379,24.9016314489,0.6
54.0023098379,23.0,0.6
60.0,23.0,0.6
60.0,40.0,0.6
52.0,40.0,0.6
52.0,30.0,0.6
0.0,30.0,0.6
0.0,23.0,0.6
6.01130983794,23.0,0.6
6.01130983794,24.9016314489,0.6
12.0023098379,24.9016314489,0.6
12.0023098379,23.0,0.6
24.3802209887,23.0,0.6
<layer>
14.6666092641,17.0,0.6
12.0023098379,17.0,0.6
12.0023098379,15.0983685511,0.6
6.01130983794,15.0983685511,0.6
6.01130983794,17.0,0.6
0.0,17.0,0.6
0.0,10.0,0.6
52.0,10.0,0.6
52.0,0.0,0.6
60.0,0.0,0.6
60.0,17.0,0.6
54.0023098379,17.0,0.6
54.0023098379,15.0983685511,0.6
48.0113098379,15.0983685511,0.6
48.0113098379,17.0,0.6
<layer>
43.7374368671,12.2625631329,0.6
43.1696960066,11.8832108181,0.6
42.5,11.75,0.6
41.8303039934,11.8832108181,0.6
41.2625631329,12.2625631329,0.6
40.8832108181,12.8303039934,0.6
40.75,13.5,0.6
40.8832108181,14.1696960066,0.6
41.2625631329,14.7374368671,0.6
41.8303039934,15.1167891819,0.6
42.5,15.25,0.6
43.1696960066,15.1167891819,0.6
43.7374368671,14.7374368671,0.6
44.1167891819,14.1696960066,0.6
44.25,13.5,0.6
44.1167891819,12.8303039934,0.6
<layer>
15.8303039934,24.8832108181,0.6
15.2625631329,25.2625631329,0.6
14.8832108181,25.8303039934,0.6
14.75,26.5,0.6
14.8832108181,27.1696960066,0.6
15.2625631329,27.7374368671,0.6
15.8303039934,28.1167891819,0.6
16.5,28.25,0.6
17.1696960066,28.1167891819,0.6
17.7374368671,27.7374368671,0.6
18.1167891819,27.1696960066,0.6
18.25,26.5,0.6
18.1167891819,25.8303039934,0.6
17.7374368671,25.2625631329,0.6
17.1696960066,24.8832108181,0.6
16.5,24.75,0.6
<layer>
43.1696960066,24.8832108181,0.6
42.5,24.75,0.6
41.8303039934,24.8832108181,0.6
41.2625631329,25.2625631329,0.6
40.8832108181,25.8303039934,0.6
40.75,26.5,0.6
40.8832108181,27.1696960066,0.6
41.2625631329,27.7374368671,0.6
41.8303039934,28.1167891819,0.6
42.5,28.25,0.6
43.1696960066,28.1167891819,0.6
43.7374368671,27.7374368671,0.6
44.1167891819,27.1696960066,0.6
44.25,26.5,0.6
44.1167891819,25.8303039934,0.6
43.7374368671,25.2625631329,0.6
<layer>
16.5,15.25,0.6
17.1696960066,15.1167891819,0.6
17.7374368671,14.7374368671,0.6
18.1167891819,14.1696960066,0.6
18.25,13.5,0.6
18.1167891819,12.8303039934,0.6
17.7374368671,12.2625631329,0.6
17.1696960066,11.8832108181,0.6
16.5,11.75,0.6
15.8303039934,11.8832108181,0.6
15.2625631329,12.2625631329,0.6
14.8832108181,12.8303039934,0.6
14.75,13.5,0.6
14.8832108181,14.1696960066,0.6
15.2625631329,14.7374368671,0.6
15.8303039934,15.1167891819,0.6
